"Img","MeasDate","MeasTime","Experiment","Tube","Location","Date","Time","Session","DataGatherer","ImgType","PxSizeH","PxSizeV","Fungae","Undefined","Undefined.1","Undefined.2","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","X","ImageNotes","X.1","MeasDateTime","DateTime","Month","Block","Species","Depth","rootvol.mm3.mm2","Date.c","Depth.c"
"EF2010_T026_L060_2010.07.26_123713_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",60,2010-07-26,"123713",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",59.1752,14.6313,45.9656,2.4725,4.941,7,59.1752,14.6313,45.9656,2.4725,4.941,7,0,0,0,0,0,0,0,0,0,0,0,0,10,26.2727,0.3198,0.3198,0.3198,1.4617,1.7024,1.7024,1.7024,17.468,7.9062,2.0915,0.0754,0.1256,0.1758,1.0435,1.4708,1.7382,2.0056,22.9243,14.315,0.6658,0.024,0.04,0.056,0.3321,0.4682,0.5533,0.6384,7.297,4.5566,0.0133,0.0014,0.0039,0.0077,0.0593,0.1011,0.1412,0.188,2.3963,2.0725,5,0,0,0,1,0,0,0,0,1,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:13,"July","0","Miscanthus",70,0.020138000101734,-12.3280270139894,10.0467920887602
"EF2010_T026_L060_2010.08.18_105856_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",60,2010-08-18,"105856",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",34.3265,12.1747,38.248,3.5467,4.342,11,34.3265,12.1747,38.248,3.5467,4.342,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.6172,11.6984,4.7749,1.6602,0.209,0.876,0.5394,12.9514,0,0,0.6585,6.907,3.4867,1.3568,0.2133,1.0622,0.7202,23.8433,0,0,0.2096,2.1986,1.1099,0.4319,0.0679,0.3381,0.2292,7.5896,0,0,0.0213,0.3254,0.2028,0.0883,0.0173,0.1025,0.0765,3.5365,0,0,1,7,1,0,0,0,0,2,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:58:56,"August","0","Miscanthus",70,0.0242019921739115,10.6719729860106,10.0467920887602
"EF2010_T026_L065_2010.07.26_123716_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",65,2010-07-26,"123716",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",21.5484,3.4554,10.8556,1.6036,0.513,4,21.5484,3.4554,10.8556,1.6036,0.513,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4.0766,0.7947,0.7947,0.7947,15.0875,0,0,0,0,0,0.3389,0.1873,0.3121,0.4369,9.5805,0,0,0,0,0,0.1079,0.0596,0.0993,0.1391,3.0496,0,0,0,0,0,0.0023,0.0035,0.0098,0.0191,0.4841,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:16,"July","0","Miscanthus",76,0.00209083061165545,-12.3280270139894,16.0467920887602
"EF2010_T026_L065_2010.08.18_105859_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",65,2010-08-18,"105859",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",15.1833,2.698,8.4762,1.777,0.411,2,15.1833,2.698,8.4762,1.777,0.411,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12.0861,0.4347,1.625,1.0374,0,0,0,0,0,0,5.7412,0.3258,1.3693,1.0398,0,0,0,0,0,0,1.8275,0.1037,0.4359,0.331,0,0,0,0,0,0,0.217,0.0194,0.0919,0.083,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:58:59,"August","0","Miscanthus",76,0.00229088410490042,10.6719729860106,16.0467920887602
"EF2010_T026_L070_2010.07.26_123720_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",70,2010-07-26,"123720",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",108.4049,27.7115,87.0583,2.5563,19.12,13,108.4049,27.7115,87.0583,2.5563,19.12,13,0,0,0,0,0,0,0,0,0,0,0,0,10,58.0802,1.0668,1.0668,1.0668,20.8853,0.7506,0.7506,0.7506,13.7737,10.2136,4.6306,0.2514,0.4189,0.5865,14.9069,0.6484,0.7663,0.8842,18.5654,45.3997,1.474,0.08,0.1333,0.1867,4.745,0.2064,0.2439,0.2815,5.9095,14.4512,0.0294,0.0047,0.0131,0.0257,0.8468,0.0446,0.0623,0.0829,1.9914,16.0589,10,0,0,0,1,0,0,0,1,1,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:20,"July","0","Miscanthus",82,0.0779272539860665,-12.3280270139894,22.0467920887602
"EF2010_T026_L070_2010.08.18_105902_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",70,2010-08-18,"105902",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",39.5227,11.7086,36.7836,2.9625,2.878,7,39.5227,11.7086,36.7836,2.9625,2.878,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6.8623,2.3835,0,18.9336,11.3433,0,0,0,0,0,3.6106,1.6039,0,18.4958,13.0734,0,0,0,0,0,1.1493,0.5105,0,5.8874,4.1614,0,0,0,0,0,0.152,0.0859,0,1.4417,1.1991,0,0,0,0,0,2,0,0,4,1,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:02,"August","0","Miscanthus",82,0.0160417626615655,10.6719729860106,22.0467920887602
"EF2010_T026_L075_2010.07.26_123723_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",75,2010-07-26,"123723",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",72.022,17.9586,56.4186,2.4935,4.633,9,72.022,17.9586,56.4186,2.4935,4.633,9,0,0,0,0,0,0,0,0,0,0,0,0,10,13.9206,1.0455,1.0455,1.0455,24.4841,1.2512,1.2512,1.2512,26.7272,0,1.125,0.2463,0.4106,0.5748,16.2864,1.081,1.2775,1.4741,33.9428,0,0.3581,0.0784,0.1307,0.183,5.1841,0.3441,0.4067,0.4692,10.8043,0,0.0073,0.0046,0.0128,0.0251,0.8648,0.0743,0.1038,0.1382,3.4303,0,4,0,0,0,3,0,0,0,2,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:23,"July","0","Miscanthus",88,0.0188826865961007,-12.3280270139894,28.0467920887602
"EF2010_T026_L075_2010.08.18_105906_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",75,2010-08-18,"105906",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",59.2375,13.5448,42.5523,2.2865,2.879,8,59.2375,13.5448,42.5523,2.2865,2.879,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4.5018,27.4568,15.6021,0.225,0.225,2.1998,9.0271,0,0,0,1.7135,14.1308,11.6376,0.1944,0.2297,2.7119,11.9345,0,0,0,0.5454,4.498,3.7044,0.0619,0.0731,0.8632,3.7989,0,0,0,0.0523,0.5868,0.6908,0.0134,0.0187,0.2661,1.2561,0,0,0,2,3,2,0,0,0,1,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:06,"August","0","Miscanthus",88,0.016047336588828,10.6719729860106,28.0467920887602
"EF2010_T026_L080_2010.07.26_123726_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",80,2010-07-26,"123726",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",119.1371,32.3575,101.6541,2.716,8.171,20,119.1371,32.3575,101.6541,2.716,8.171,20,0,0,0,0,0,0,0,0,0,0,0,0,10,7.364,2.1146,2.1146,2.1146,59.7093,2.2582,2.2582,2.2582,38.9455,0,0.6252,0.4982,0.8304,1.1625,40.0985,1.9509,2.3057,2.6604,51.5223,0,0.199,0.1586,0.2643,0.37,12.7637,0.621,0.7339,0.8468,16.4001,0,0.0043,0.0093,0.0259,0.0509,2.1503,0.1341,0.1873,0.2494,5.4284,0,10,0,0,0,8,0,0,0,2,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:26,"July","0","Miscanthus",94,0.0333024891380831,-12.3280270139894,34.0467920887602
"EF2010_T026_L080_2010.08.18_105909_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",80,2010-08-18,"105909",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",83.7305,19.5772,61.5037,2.3381,4.234,12,83.7305,19.5772,61.5037,2.3381,4.234,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7.6203,33.5193,22.9633,0.8009,0.5121,9.0873,9.2273,0,0,0,2.9187,17.8421,15.9854,0.6734,0.5229,11.0812,12.48,0,0,0,0.9291,5.6793,5.0883,0.2143,0.1664,3.5273,3.9725,0,0,0,0.0896,0.7577,0.8872,0.0451,0.0425,1.0754,1.3434,0,0,0,2,4,5,0,0,0,1,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:09,"August","0","Miscanthus",94,0.0236000080295581,10.6719729860106,34.0467920887602
"EF2010_T026_L085_2010.07.26_123730_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",85,2010-07-26,"123730",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",18.7029,3.2655,10.2589,1.746,0.656,2,18.7029,3.2655,10.2589,1.746,0.656,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5.4114,0.6522,0.6522,0.6522,8.1129,0.308,0.308,0.308,2.298,0,0.4421,0.1537,0.2561,0.3586,5.1868,0.2661,0.3144,0.3628,2.9183,0,0.1407,0.0489,0.0815,0.1141,1.651,0.0847,0.1001,0.1155,0.9289,0,0.0029,0.0029,0.008,0.0157,0.264,0.0183,0.0255,0.034,0.2949,0,0,0,0,0,2,0,0,0,0,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:30,"July","0","Miscanthus",99,0.0026736547392709,-12.3280270139894,39.0467920887602
"EF2010_T026_L085_2010.08.18_105912_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",85,2010-08-18,"105912",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:12,"August","0","Miscanthus",99,0,10.6719729860106,39.0467920887602
"EF2010_T026_L090_2010.07.26_123733_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",90,2010-07-26,"123733",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",6.2585,1.265,3.9741,2.0213,0.201,2,6.2585,1.265,3.9741,2.0213,0.201,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6.2585,0,0,0,0,0,0,0,0,0,3.9741,0,0,0,0,0,0,0,0,0,1.265,0,0,0,0,0,0,0,0,0,0.2008,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:33,"July","0","Miscanthus",105,0.000819214333221724,-12.3280270139894,45.0467920887602
"EF2010_T026_L090_2010.08.18_105915_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",90,2010-08-18,"105915",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",10.1259,2.6247,8.2458,2.5921,0.534,1,10.1259,2.6247,8.2458,2.5921,0.534,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10.1259,0,0,0,0,0,0,0,0,0,8.2458,0,0,0,0,0,0,0,0,0,2.6247,0,0,0,0,0,0,0,0,0,0.5343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:15,"August","0","Miscanthus",105,0.00297647715819179,10.6719729860106,45.0467920887602
"EF2010_T026_L095_2010.07.26_123736_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",95,2010-07-26,"123736",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:36,"July","0","Miscanthus",111,0,-12.3280270139894,51.0467920887602
"EF2010_T026_L095_2010.08.18_105918_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",95,2010-08-18,"105918",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",12.0822,3.8437,12.0754,3.1813,0.966,2,12.0822,3.8437,12.0754,3.1813,0.966,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1.1647,10.9175,0,0,0,0,0,0,0,0,0.9485,11.1269,0,0,0,0,0,0,0,0,0.3019,3.5418,0,0,0,0,0,0,0,0,0.0615,0.905,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:18,"August","0","Miscanthus",111,0.00538441373560537,10.6719729860106,51.0467920887602
"EF2010_T026_L100_2010.07.26_123739_003_AP.jpg",2011-09-27,"14:44:18","EF2010","26",100,2010-07-26,"123739",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 14:44:18,2010-07-26 12:37:39,"July","0","Miscanthus",117,0,-12.3280270139894,57.0467920887602
"EF2010_T026_L100_2010.08.18_105922_004_AP.jpg",2011-04-25,"17:53:07","EF2010","26",100,2010-08-18,"105922",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",9.485,1.9938,6.2637,2.1021,0.393,3,9.485,1.9938,6.2637,2.1021,0.393,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.4012,0,0,0,4.0837,0,0,0,0,0,2.1992,0,0,0,4.0645,0,0,0,0,0,0.7,0,0,0,1.2938,0,0,0,0,0,0.0713,0,0,0,0.322,0,0,0,0,0,2,0,0,0,1,0,0,0,NA,"",NA,2011-04-25 17:53:07,2010-08-18 10:59:22,"August","0","Miscanthus",117,0.00219055341417486,10.6719729860106,57.0467920887602
"EF2010_T027_L005_2010.07.26_121901_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",5,2010-07-26,"121901",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",7.5766,1.5314,4.8111,2.0213,0.243,2,7.5766,1.5314,4.8111,2.0213,0.243,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7.5766,0,0,0,0,0,0,0,0,0,4.8111,0,0,0,0,0,0,0,0,0,1.5314,0,0,0,0,0,0,0,0,0,0.2431,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:01,"July","0","Miscanthus",6,0.000990393447626264,-12.3280270139894,-53.9532079112398
"EF2010_T027_L005_2010.08.18_104209_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",5,2010-08-18,"104209",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",4.3949,0.5479,1.7212,1.2466,0.062,4,4.3949,0.5479,1.7212,1.2466,0.062,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.6771,0.2207,1.4971,0,0,0,0,0,0,0,0.7347,0.0721,0.9143,0,0,0,0,0,0,0,0.2339,0.023,0.291,0,0,0,0,0,0,0,0.0161,0.0019,0.0444,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:09,"August","0","Miscanthus",6,0.000345583490276949,10.6719729860106,-53.9532079112398
"EF2010_T027_L010_2010.07.26_121904_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",10,2010-07-26,"121904",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",7.4662,0.1886,0.5926,0.2527,0.004,2,7.4662,0.1886,0.5926,0.2527,0.004,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7.4662,0,0,0,0,0,0,0,0,0,0.5926,0,0,0,0,0,0,0,0,0,0.1886,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:04,"July","0","Miscanthus",12,1.63027728004323e-05,-12.3280270139894,-47.9532079112398
"EF2010_T027_L015_2010.07.26_121907_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",15,2010-07-26,"121907",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",15.6115,1.6818,5.2836,1.0773,0.361,5,15.6115,1.6818,5.2836,1.0773,0.361,5,0,0,0,0,0,0,0,0,0,0,0,0,10,11.0753,0,0,0,1.7439,0.5156,0.5156,0.5156,1.2455,0,0.8791,0,0,0,1.2437,0.4454,0.5264,0.6074,1.5815,0,0.2798,0,0,0,0.3959,0.1418,0.1676,0.1933,0.5034,0,0.0056,0,0,0,0.0706,0.0306,0.0428,0.0569,0.1598,0,3,0,0,0,2,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:07,"July","0","Miscanthus",18,0.00147132524523902,-12.3280270139894,-41.9532079112398
"EF2010_T027_L015_2010.08.18_104215_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",15,2010-08-18,"104215",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",10.1156,2.1889,6.8766,2.1639,0.451,5,10.1156,2.1889,6.8766,2.1639,0.451,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.7396,0,0,0.6158,3.7601,0,0,0,0,0,2.337,0,0,0.5618,3.9778,0,0,0,0,0,0.7439,0,0,0.1788,1.2662,0,0,0,0,0,0.0757,0,0,0.0408,0.3352,0,0,0,0,0,4,0,0,1,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:15,"August","0","Miscanthus",18,0.00251384119540168,10.6719729860106,-41.9532079112398
"EF2010_T027_L020_2010.07.26_121910_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",20,2010-07-26,"121910",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",17.9609,0.4538,1.4256,0.2527,0.009,7,17.9609,0.4538,1.4256,0.2527,0.009,7,0,0,0,0,0,0,0,0,0,0,0,0,10,17.9609,0,0,0,0,0,0,0,0,0,1.4256,0,0,0,0,0,0,0,0,0,0.4538,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:10,"July","0","Miscanthus",23,3.66812388009727e-05,-12.3280270139894,-36.9532079112398
"EF2010_T027_L020_2010.08.18_104218_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",20,2010-08-18,"104218",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:18,"August","0","Miscanthus",23,0,10.6719729860106,-36.9532079112398
"EF2010_T027_L025_2010.07.26_121913_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",25,2010-07-26,"121913",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:13,"July","0","Miscanthus",29,0,-12.3280270139894,-30.9532079112398
"EF2010_T027_L025_2010.08.18_104221_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",25,2010-08-18,"104221",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",23.421,7.3437,23.071,3.1355,2.086,7,23.421,7.3437,23.071,3.1355,2.086,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.4242,0.8673,3.9871,0.3276,0.1202,11.2603,0.6758,0.6168,4.1417,0,0.3866,0.2943,2.2661,0.2275,0.1038,11.5058,0.7962,0.8205,6.6701,0,0.1231,0.0937,0.7213,0.0724,0.0331,3.6624,0.2534,0.2612,2.1232,0,0.0084,0.0079,0.1036,0.0126,0.0071,0.9357,0.0746,0.0869,0.8554,0,1,1,4,0,0,1,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:21,"August","0","Miscanthus",29,0.0116272122696406,10.6719729860106,-30.9532079112398
"EF2010_T027_L030_2010.07.26_121917_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",30,2010-07-26,"121917",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",80.2967,19.6926,61.8663,2.4525,5.607,15,80.2967,19.6926,61.8663,2.4525,5.607,15,0,0,0,0,0,0,0,0,0,0,0,0,10,21.8528,6.9056,1.5649,1.5649,7.6798,1.8604,1.8604,1.8604,35.1476,0,1.8018,1.2165,0.6145,0.8603,5.4792,1.6072,1.8995,2.1917,46.1954,0,0.5735,0.3872,0.1956,0.2739,1.7441,0.5116,0.6046,0.6976,14.7044,0,0.012,0.0176,0.0192,0.0376,0.3111,0.1105,0.1543,0.2055,4.8359,0,11,2,0,0,1,0,0,0,1,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:17,"July","0","Miscanthus",35,0.022852411773006,-12.3280270139894,-24.9532079112398
"EF2010_T027_L030_2010.08.18_104224_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",30,2010-08-18,"104224",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",32.0992,6.7583,21.2319,2.1054,1.142,7,32.0992,6.7583,21.2319,2.1054,1.142,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.2247,14.175,10.3446,6.355,0,0,0,0,0,0,0.431,8.6068,7.0232,5.1709,0,0,0,0,0,0,0.1372,2.7396,2.2355,1.646,0,0,0,0,0,0,0.0121,0.4163,0.3796,0.3348,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:24,"August","0","Miscanthus",35,0.0063654249338109,10.6719729860106,-24.9532079112398
"EF2010_T027_L035_2010.07.26_121920_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",35,2010-07-26,"121920",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",37.5251,10.3526,32.5236,2.7588,2.632,9,37.5251,10.3526,32.5236,2.7588,2.632,9,0,0,0,0,0,0,0,0,0,0,0,0,10,2.7884,0.8391,0.8391,0.8391,14.8181,1.2721,1.2721,1.2721,13.585,0,0.2375,0.1977,0.3295,0.4613,10.1488,1.099,1.2989,1.4987,17.2523,0,0.0756,0.0629,0.1049,0.1468,3.2305,0.3498,0.4134,0.477,5.4916,0,0.0017,0.0037,0.0103,0.0202,0.5548,0.0756,0.1055,0.1405,1.7435,0,4,0,0,0,4,0,0,0,1,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:20,"July","0","Miscanthus",41,0.0107272245026845,-12.3280270139894,-18.9532079112398
"EF2010_T027_L035_2010.08.18_104227_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",35,2010-08-18,"104227",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",10.7812,1.4045,4.4122,1.3027,0.145,5,10.7812,1.4045,4.4122,1.3027,0.145,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8.4374,2.3438,0,0,0,0,0,0,0,0,3.2989,1.1133,0,0,0,0,0,0,0,0,1.0501,0.3544,0,0,0,0,0,0,0,0,0.1033,0.0421,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:27,"August","0","Miscanthus",41,0.000808219453067058,10.6719729860106,-18.9532079112398
"EF2010_T027_L040_2010.07.26_121923_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",40,2010-07-26,"121923",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",2.1046,0.0532,0.1671,0.2527,0.001,1,2.1046,0.0532,0.1671,0.2527,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2.1046,0,0,0,0,0,0,0,0,0,0.1671,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:23,"July","0","Miscanthus",47,4.07569320010808e-06,-12.3280270139894,-12.9532079112398
"EF2010_T027_L040_2010.08.18_104230_004_AP.jpg",2011-04-27,"12:30:40","EF2010","27",40,2010-08-18,"104230",4,"AP","Clr",0.021368,0.021834,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,2011-04-27 12:30:40,2010-08-18 10:42:30,"August","0","Miscanthus",47,0,10.6719729860106,-12.9532079112398
"EF2010_T027_L045_2010.07.26_121926_003_AP.jpg",2011-09-27,"15:10:23","EF2010","27",45,2010-07-26,"121926",3,"AP","Clr",0.024725,0.025806,"-","-","-","-",12.2298,1.48,4.6496,1.2102,0.215,3,12.2298,1.48,4.6496,1.2102,0.215,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5.6086,0,0,0,6.6212,0,0,0,0,0,0.4452,0,0,0,4.2045,0,0,0,0,0,0.1417,0,0,0,1.3383,0,0,0,0,0,0.0028,0,0,0,0.2125,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,NA,"",NA,2011-09-27 15:10:23,2010-07-26 12:19:26,"July","0","Miscanthus",53,0.000876274038023237,-12.3280270139894,-6.95320791123975
