"","Img","MeasDate","MeasTime","Experiment","Tube","Location","Date","Time","Session","DataGatherer","ImgType","PxSizeH","PxSizeV","Fungae","Undefined","Undefined.1","Undefined.2","TotLength.mm","TotProjArea.mm2","TotSurfArea.mm2","TotAvgDiam.10ths.mm","TotVolume.mm3","TotNumberOfTips","AliveLength.mm","AliveProjArea.mm2","AliveSurfArea.mm2","AliveAvgDiam.10ths.mm","AliveVolume.mm3","AliveNumberOfTips","DeadLength.mm","DeadProjArea.mm2","DeadSurfArea.mm2","DeadAvgDiam.10ths.mm","DeadVolume.mm3","DeadNumberOfTips","GoneLength.mm","GoneProjArea.mm2","GoneSurfArea.mm2","GoneAvgDiam.10ths.mm","GoneVolume.mm3","GoneNumberOfTips","NumberOfClasses","L0to0.5","L0.5to1","L1to1.5","L1.5to2","L2to2.5","L2.5to3","L3to3.5","L3.5to4","L4to4.5","Lgreaterthan4.5","SA0to0.5","SA0.5to1","SA1to1.5","SA1.5to2","SA2to2.5","SA2.5to3","SA3to3.5","SA3.5to4","SA4to4.5","SAgreaterthan4.5","PA0to0.5","PA0.5to1","PA1to1.5","PA1.5to2","PA2to2.5","PA2.5to3","PA3to3.5","PA3.5to4","PA4to4.5","PAgreaterthan4.5","V0to0.5","V0.5to1","V1to1.5","V1.5to2","V2to2.5","V2.5to3","V3to3.5","V3.5to4","V4to4.5","Vgreaterthan4.5","T0to0.5","T0.5to1","T1to1.5","T1.5to2","T2to2.5","T2.5to3","T3to3.5","T3.5to4","T4to4.5","Tgreaterthan4.5","X","ImageNotes","X.1","Species","Block","Depth","ImgArea.mm2","mmroot.per.cm2"
"448","EF2010_T037_L050_2010.05.27_153628_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,50,"2010.05.27",153628,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",32.487,6.067,19.0599,1.8675,1.139,6,32.487,6.067,19.0599,1.8675,1.139,6,0,0,0,0,0,0,0,0,0,0,0,0,10,6.3326,0.3432,0.3432,19.8965,0.7993,0.7993,0.7993,3.1735,0,0,0.5001,0.0809,0.1348,12.3724,0.565,0.6906,0.8161,3.9001,0,0,0.1592,0.0257,0.0429,3.9383,0.1798,0.2198,0.2598,1.2415,0,0,0.0032,0.0015,0.0042,0.6124,0.0318,0.0475,0.0663,0.3817,0,0,2,0,0,4,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",58,236.21110277856,13.7533755263213
"449","EF2010_T037_L055_2010.05.27_153631_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,55,"2010.05.27",153631,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",64,236.21110277856,0
"450","EF2010_T037_L060_2010.05.27_153634_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,60,"2010.05.27",153634,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",70,236.21110277856,0
"451","EF2010_T037_L065_2010.05.27_153638_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,65,"2010.05.27",153638,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",10.6108,0.6633,2.084,0.6252,0.059,3,10.6108,0.6633,2.084,0.6252,0.059,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7.3182,0.8009,0.8009,1.6908,0,0,0,0,0,0,0.586,0.1887,0.3145,0.9948,0,0,0,0,0,0,0.1865,0.0601,0.1001,0.3166,0,0,0,0,0,0,0.0038,0.0035,0.0098,0.0468,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",76,236.21110277856,4.492083511395
"452","EF2010_T037_L070_2010.05.27_153641_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,70,"2010.05.27",153641,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",82,236.21110277856,0
"453","EF2010_T037_L075_2010.05.27_153644_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,75,"2010.05.27",153644,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",88,236.21110277856,0
"454","EF2010_T037_L080_2010.05.27_153647_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,80,"2010.05.27",153647,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",5.7194,0.2952,0.9275,0.5162,0.021,1,5.7194,0.2952,0.9275,0.5162,0.021,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4.3688,0.39,0.39,0.39,0.1804,0,0,0,0,0,0.3481,0.0919,0.1532,0.2144,0.1199,0,0,0,0,0,0.1108,0.0293,0.0488,0.0683,0.0382,0,0,0,0,0,0.0022,0.0017,0.0048,0.0094,0.0063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"",NA,"Miscanthus","2",94,236.21110277856,2.42130870764434
"455","EF2010_T037_L085_2010.05.27_153650_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,85,"2010.05.27",153650,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",99,236.21110277856,0
"456","EF2010_T037_L090_2010.05.27_153654_001_AP.jpg","6/2/2010","14:41:04","EF2010",37,90,"2010.05.27",153654,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",23.4824,2.5062,7.8734,1.0673,0.328,3,23.4824,2.5062,7.8734,1.0673,0.328,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10.9975,1.5578,1.5578,5.6001,3.7692,0,0,0,0,0,0.8877,0.367,0.6117,3.3751,2.6319,0,0,0,0,0,0.2826,0.1168,0.1947,1.0743,0.8377,0,0,0,0,0,0.0058,0.0069,0.0191,0.1624,0.1463,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",105,236.21110277856,9.94127698646493
"457","EF2010_T038_L001_2010.05.27_154216_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,1,"2010.05.27",154216,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",1,236.21110277856,0
"458","EF2010_T038_L005_2010.05.27_154227_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,5,"2010.05.27",154227,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",6,236.21110277856,0
"459","EF2010_T038_L010_2010.05.27_154230_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,10,"2010.05.27",154230,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",12,236.21110277856,0
"460","EF2010_T038_L015_2010.05.27_154233_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,15,"2010.05.27",154233,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",11.9493,0.2963,0.9307,0.2479,0.006,9,11.9493,0.2963,0.9307,0.2479,0.006,9,0,0,0,0,0,0,0,0,0,0,0,0,10,11.9493,0,0,0,0,0,0,0,0,0,0.9307,0,0,0,0,0,0,0,0,0,0.2963,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",18,236.21110277856,5.05873765434391
"461","EF2010_T038_L020_2010.05.27_154236_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,20,"2010.05.27",154236,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",17.3688,2.8069,8.8182,1.6161,0.411,4,17.3688,2.8069,8.8182,1.6161,0.411,4,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8561,0.6661,0.6661,13.1806,0,0,0,0,0,0,0.2357,0.1569,0.2616,8.1639,0,0,0,0,0,0,0.075,0.05,0.0833,2.5987,0,0,0,0,0,0,0.0016,0.0029,0.0082,0.4027,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",23,236.21110277856,7.35308365935816
"462","EF2010_T038_L025_2010.05.27_154239_001_AP.jpg","6/2/2010","14:53:33","EF2010",38,25,"2010.05.27",154239,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",34.7231,0.8609,2.7045,0.2479,0.017,15,34.7231,0.8609,2.7045,0.2479,0.017,15,0,0,0,0,0,0,0,0,0,0,0,0,10,34.7231,0,0,0,0,0,0,0,0,0,2.7045,0,0,0,0,0,0,0,0,0,0.8609,0,0,0,0,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",29,236.21110277856,14.7000287418969
"463","EF2010_T038_L030_2010.05.27_154243_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,30,"2010.05.27",154243,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",19.5121,0.4838,1.5198,0.2479,0.009,4,19.5121,0.4838,1.5198,0.2479,0.009,4,0,0,0,0,0,0,0,0,0,0,0,0,10,19.5121,0,0,0,0,0,0,0,0,0,1.5198,0,0,0,0,0,0,0,0,0,0.4838,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",35,236.21110277856,8.26044998328971
"464","EF2010_T038_L035_2010.05.27_154246_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,35,"2010.05.27",154246,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",41,236.21110277856,0
"465","EF2010_T038_L040_2010.05.27_154249_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,40,"2010.05.27",154249,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",47,236.21110277856,0
"466","EF2010_T038_L045_2010.05.27_154252_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,45,"2010.05.27",154252,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",53,236.21110277856,0
"467","EF2010_T038_L050_2010.05.27_154256_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,50,"2010.05.27",154256,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",58,236.21110277856,0
"468","EF2010_T038_L055_2010.05.27_154259_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,55,"2010.05.27",154259,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",64,236.21110277856,0
"469","EF2010_T038_L060_2010.05.27_154302_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,60,"2010.05.27",154302,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0.8728,0.3462,1.0877,3.9668,0.108,1,0.8728,0.3462,1.0877,3.9668,0.108,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.8728,0,0,0,0,0,0,0,0,0,1.0877,0,0,0,0,0,0,0,0,0,0.3462,0,0,0,0,0,0,0,0,0,0.1079,0,0,0,0,0,0,0,0,0,1,0,0,NA,"",NA,"Miscanthus","2",70,236.21110277856,0.369499989514981
"470","EF2010_T038_L065_2010.05.27_154305_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,65,"2010.05.27",154305,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",1.5255,0.0378,0.1188,0.2479,0.001,1,1.5255,0.0378,0.1188,0.2479,0.001,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1.5255,0,0,0,0,0,0,0,0,0,0.1188,0,0,0,0,0,0,0,0,0,0.0378,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",76,236.21110277856,0.645820616412813
"471","EF2010_T038_L070_2010.05.27_154308_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,70,"2010.05.27",154308,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",1.0975,0.2177,0.6838,1.9834,0.034,1,1.0975,0.2177,0.6838,1.9834,0.034,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0975,0,0,0,0,0,0,0,0,0,0.6838,0,0,0,0,0,0,0,0,0,0.2177,0,0,0,0,0,0,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",82,236.21110277856,0.464626762709317
"472","EF2010_T038_L075_2010.05.27_154311_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,75,"2010.05.27",154311,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",88,236.21110277856,0
"473","EF2010_T038_L080_2010.05.27_154314_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,80,"2010.05.27",154314,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",94,236.21110277856,0
"474","EF2010_T038_L085_2010.05.27_154318_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,85,"2010.05.27",154318,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",99,236.21110277856,0
"475","EF2010_T038_L090_2010.05.27_154321_001_AP.jpg","6/2/2010","14:53:34","EF2010",38,90,"2010.05.27",154321,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",105,236.21110277856,0
"476","EF2010_T039_L001_2010.05.27_154746_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,1,"2010.05.27",154746,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",1,236.21110277856,0
"477","EF2010_T039_L005_2010.05.27_154806_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,5,"2010.05.27",154806,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",6,236.21110277856,0
"478","EF2010_T039_L010_2010.05.27_154809_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,10,"2010.05.27",154809,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",12,236.21110277856,0
"479","EF2010_T039_L015_2010.05.27_154812_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,15,"2010.05.27",154812,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",18,236.21110277856,0
"480","EF2010_T039_L020_2010.05.27_154816_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,20,"2010.05.27",154816,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",4.8004,0.119,0.3739,0.2479,0.002,1,4.8004,0.119,0.3739,0.2479,0.002,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4.8004,0,0,0,0,0,0,0,0,0,0.3739,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",23,236.21110277856,2.03224994233240
"481","EF2010_T039_L025_2010.05.27_154819_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,25,"2010.05.27",154819,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",15.6575,0.3882,1.2195,0.2479,0.008,2,15.6575,0.3882,1.2195,0.2479,0.008,2,0,0,0,0,0,0,0,0,0,0,0,0,10,15.6575,0,0,0,0,0,0,0,0,0,1.2195,0,0,0,0,0,0,0,0,0,0.3882,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",29,236.21110277856,6.628604589632
"482","EF2010_T039_L030_2010.05.27_154822_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,30,"2010.05.27",154822,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",10.7974,2.0002,6.2839,1.8525,0.439,2,10.7974,2.0002,6.2839,1.8525,0.439,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3.2667,0.3369,0.3369,2.8313,1.5215,0.3448,0.3448,0.3448,1.4699,0,0.2612,0.0794,0.1323,1.7395,1.0743,0.2979,0.352,0.4062,1.9413,0,0.0831,0.0253,0.0421,0.5537,0.342,0.0948,0.112,0.1293,0.6179,0,0.0017,0.0015,0.0041,0.0852,0.0604,0.0205,0.0286,0.0381,0.204,0,1,0,0,0,1,0,0,0,0,0,NA,"",NA,"Miscanthus","2",35,236.21110277856,4.57108064480873
"483","EF2010_T039_L035_2010.05.27_154825_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,35,"2010.05.27",154825,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",32.6176,9.4156,29.58,2.8867,2.308,3,32.6176,9.4156,29.58,2.8867,2.308,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.0113,19.8689,0.3407,0.3407,12.056,0,0,0,0,0,0.0071,13.9299,0.2944,0.3479,15.0009,0,0,0,0,0,0.0023,4.434,0.0937,0.1107,4.7749,0,0,0,0,0,4e-04,0.7772,0.0202,0.0283,1.4855,0,0,0,0,0,1,2,0,0,0,0,0,NA,"",NA,"Miscanthus","2",41,236.21110277856,13.8086650527083
"484","EF2010_T039_L040_2010.05.27_154828_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,40,"2010.05.27",154828,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",47,236.21110277856,0
"485","EF2010_T039_L045_2010.05.27_154832_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,45,"2010.05.27",154832,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",26.9374,0.9319,2.9277,0.346,0.049,5,26.9374,0.9319,2.9277,0.346,0.049,5,0,0,0,0,0,0,0,0,0,0,0,0,10,24.7865,0.511,0.511,1.1288,0,0,0,0,0,0,1.9408,0.1204,0.2007,0.6658,0,0,0,0,0,0,0.6178,0.0383,0.0639,0.2119,0,0,0,0,0,0,0.0121,0.0023,0.0063,0.0314,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",53,236.21110277856,11.4039516699826
"486","EF2010_T039_L050_2010.05.27_154835_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,50,"2010.05.27",154835,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",2.7881,0.553,1.7372,1.9834,0.086,1,2.7881,0.553,1.7372,1.9834,0.086,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.7881,0,0,0,0,0,0,0,0,0,1.7372,0,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,0,0,0,0,0.0861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",58,236.21110277856,1.18034248483813
"487","EF2010_T039_L055_2010.05.27_154838_001_AP.jpg","6/2/2010","15:58:03","EF2010",39,55,"2010.05.27",154838,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",16.3631,4.7026,14.7736,2.8739,1.302,3,16.3631,4.7026,14.7736,2.8739,1.302,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2.9641,0.3389,0.3389,0.3627,1.0526,1.0526,1.0526,9.2005,0,0,0.2376,0.0799,0.1331,0.2012,0.7441,0.9094,1.0748,11.3936,0,0,0.0756,0.0254,0.0424,0.064,0.2368,0.2895,0.3421,3.6267,0,0,0.0015,0.0015,0.0042,0.0089,0.0419,0.0625,0.0873,1.1232,0,0,2,0,0,1,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",64,236.21110277856,6.92732043816749
"488","EF2010_T039_L060_2010.05.27_154841_001_AP.jpg","6/2/2010","15:58:04","EF2010",39,60,"2010.05.27",154841,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",70,236.21110277856,0
"489","EF2010_T039_L065_2010.05.27_154845_001_AP.jpg","6/2/2010","15:58:04","EF2010",39,65,"2010.05.27",154845,1,"AP","Clr",0.024161,0.025424,"-","-","-","-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"",NA,"Miscanthus","2",76,236.21110277856,0
