Operator,Img,MeasDate,MeasTime,Experiment,Tube,Location,Date,Time,Session,DataGatherer,ImgType,PxSizeH,PxSizeV,Fungae,Undefined,Undefined,Undefined,TotLength.mm,TotProjArea.mm2,TotSurfArea.mm2,TotAvgDiam.10ths.mm,TotVolume.mm3,TotNumberOfTips,AliveLength.mm,AliveProjArea.mm2,AliveSurfArea.mm2,AliveAvgDiam.10ths.mm,AliveVolume.mm3,AliveNumberOfTips,DeadLength.mm,DeadProjArea.mm2,DeadSurfArea.mm2,DeadAvgDiam.10ths.mm,DeadVolume.mm3,DeadNumberOfTips,GoneLength.mm,GoneProjArea.mm2,GoneSurfArea.mm2,GoneAvgDiam.10ths.mm,GoneVolume.mm3,GoneNumberOfTips,NumberOfClasses,L0to0.5,L0.5to1,L1to1.5,L1.5to2,L2to2.5,L2.5to3,L3to3.5,L3.5to4,L4to4.5,Lgreaterthan4.5,SA0to0.5,SA0.5to1,SA1to1.5,SA1.5to2,SA2to2.5,SA2.5to3,SA3to3.5,SA3.5to4,SA4to4.5,SAgreaterthan4.5,PA0to0.5,PA0.5to1,PA1to1.5,PA1.5to2,PA2to2.5,PA2.5to3,PA3to3.5,PA3.5to4,PA4to4.5,PAgreaterthan4.5,V0to0.5,V0.5to1,V1to1.5,V1.5to2,V2to2.5,V2.5to3,V3to3.5,V3.5to4,V4to4.5,Vgreaterthan4.5,T0to0.5,T0.5to1,T1to1.5,T1.5to2,T2to2.5,T2.5to3,T3to3.5,T3.5to4,T4to4.5,Tgreaterthan4.5,,ImageNotes,
CRS,CONSISTEST_T001_L028_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,28,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,21.8654,12.6045,39.5982,5.7646,6.833,3,21.8654,12.6045,39.5982,5.7646,6.833,3,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5098,0.0000,7.3556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.9667,0.0000,21.6315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7190,0.0000,6.8855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7704,0.0000,5.0623,0,0,0,0,0,0,0,2,0,1,,,
CRS,CONSISTEST_T001_L029_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,29,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,6.6821,2.9772,9.3533,4.4555,1.059,2,6.6821,2.9772,9.3533,4.4555,1.059,2,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4041,0.2452,4.0328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7980,0.3273,6.2280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8906,0.1042,1.9824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2592,0.0348,0.7654,0,0,0,0,0,0,0,1,0,1,,,
CRS,CONSISTEST_T001_L030_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,30,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L031_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,31,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L032_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,32,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,31.5525,6.2812,19.7330,1.9907,1.017,9,31.5525,6.2812,19.7330,1.9907,1.017,9,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,4.6439,13.6573,13.2514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8019,8.2604,9.6707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5736,2.6294,3.0783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0557,0.3986,0.5632,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,6,2,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L033_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,33,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,9.1094,3.2310,10.1506,3.5469,0.903,1,9.1094,3.2310,10.1506,3.5469,0.903,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0843,2.0251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6760,2.4745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4434,0.7877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6619,0.2408,0.0000,0.0000,0,0,0,0,0,0,1,0,0,0,,,
CRS,CONSISTEST_T001_L034_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,34,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,43.0603,12.3159,38.6916,2.8602,2.927,11,39.5158,11.3449,35.6411,2.8710,2.718,10,3.5445,0.9710,3.0504,2.7394,0.209,1,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,1.5534,1.9895,8.4760,18.1882,8.1779,1.5962,1.4134,1.6657,0.0000,0.0000,0.6059,1.1590,6.1590,15.7749,8.7746,1.8991,1.8777,2.4413,0.0000,0.0000,0.1929,0.3689,1.9605,5.0213,2.7930,0.6045,0.5977,0.7771,0.0000,0.0000,0.0188,0.0539,0.3570,1.0902,0.7496,0.1799,0.1986,0.2848,0,0,1,2,3,3,1,0,0,0,,,
CRS,CONSISTEST_T001_L035_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,35,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,100.6161,41.2419,129.5652,4.0989,17.817,20,100.6161,41.2419,129.5652,4.0989,17.817,20,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,6.6426,12.8567,6.1073,23.0871,6.9619,17.4022,2.0588,25.4996,0.0000,0.0000,2.7272,7.6663,4.6638,20.3876,7.2127,20.6611,2.6867,63.5597,0.0000,0.0000,0.8681,2.4403,1.4845,6.4896,2.2959,6.5766,0.8552,20.2317,0.0000,0.0000,0.0898,0.3650,0.2837,1.4353,0.5954,1.9540,0.2791,12.8575,0,0,3,5,2,5,1,2,0,2,,,
CRS,CONSISTEST_T001_L036_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,36,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,7.2075,1.0653,3.3468,1.4780,0.124,2,7.2075,1.0653,3.3468,1.4780,0.124,2,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,7.2075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,2,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L037_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,37,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,39.6490,8.7784,27.5782,2.2140,1.698,18,39.6490,8.7784,27.5782,2.2140,1.698,18,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,3.9867,6.0630,3.3540,11.0702,8.0533,7.1219,0.0000,0.0000,0.0000,0.0000,1.1039,2.4529,1.9943,8.0101,6.8831,7.1338,0.0000,0.0000,0.0000,0.0000,0.3514,0.7808,0.6348,2.5497,2.1910,2.2708,0.0000,0.0000,0.0000,0.0000,0.0248,0.0795,0.0947,0.4624,0.4683,0.5687,0.0000,0.0000,0.0000,0,2,2,3,8,3,0,0,0,0,,,
CRS,CONSISTEST_T001_L038_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,38,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L039_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,39,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L040_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,40,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,18.2298,6.7082,21.0746,3.6798,2.071,2,18.2298,6.7082,21.0746,3.6798,2.071,2,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,1.7662,2.1119,0.2616,3.3604,0.2426,10.4872,0.0000,0.0000,0.0000,0.0000,0.9621,1.6196,0.2260,3.3774,0.3008,14.5887,0.0000,0.0000,0.0000,0.0000,0.3062,0.5155,0.0719,1.0751,0.0957,4.6437,0.0000,0.0000,0.0000,0.0000,0.0417,0.0989,0.0155,0.2701,0.0297,1.6151,0.0000,0,0,0,1,0,0,0,0,1,0,,,
CRS,CONSISTEST_T001_L041_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,41,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L042_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,42,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,5.4572,1.7295,5.4335,3.1693,0.496,1,5.4572,1.7295,5.4335,3.1693,0.496,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.1091,0.2091,0.2853,2.8859,0.0506,0.0506,0.0506,0.0506,1.7653,0.0000,0.0298,0.0821,0.1596,2.2100,0.0437,0.0517,0.0596,0.0676,2.7294,0.0000,0.0095,0.0261,0.0508,0.7035,0.0139,0.0164,0.0190,0.0215,0.8688,0.0000,0.0006,0.0026,0.0071,0.1348,0.0030,0.0042,0.0056,0.0072,0.3358,0,0,0,0,1,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L043_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,43,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L044_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,44,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,20.0959,10.6403,33.4273,5.2947,4.856,3,20.0959,10.6403,33.4273,5.2947,4.856,3,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7720,10.6483,6.6756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4356,13.9764,16.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0936,4.4488,5.0979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3388,1.4599,3.0576,0,0,0,0,0,0,0,0,2,1,,,
CRS,CONSISTEST_T001_L045_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,45,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,10.2692,6.4706,20.3279,6.3010,3.203,1,10.2692,6.4706,20.3279,6.3010,3.203,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2032,0,0,0,0,0,0,0,0,0,1,,,
CRS,CONSISTEST_T001_L046_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,46,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L047_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,47,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,56.6435,24.7762,77.8368,4.3741,9.443,11,56.6435,24.7762,77.8368,4.3741,9.443,11,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0147,4.4578,3.4027,1.8078,7.4665,4.5965,12.8710,22.0265,0.0000,0.0000,0.0069,2.5224,2.4708,1.5885,7.7298,5.6332,16.9638,40.9214,0.0000,0.0000,0.0022,0.8029,0.7865,0.5056,2.4605,1.7931,5.3997,13.0257,0.0000,0.0000,0.0003,0.1140,0.1432,0.1113,0.6376,0.5496,1.7794,6.1269,0,0,1,3,1,1,1,1,1,2,,,
CRS,CONSISTEST_T001_L048_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,48,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,53.2469,15.6810,49.2634,2.9450,4.069,12,36.4781,10.9313,34.3418,2.9967,3.001,6,16.7688,4.7497,14.9217,2.8325,1.068,6,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,10.2543,0.7997,3.2904,19.1924,2.0196,13.6143,0.4015,3.6748,0.0000,0.0000,3.9679,0.4375,2.5089,17.7010,2.1015,16.6112,0.5361,5.3994,0.0000,0.0000,1.2630,0.1393,0.7986,5.6344,0.6689,5.2875,0.1706,1.7187,0.0000,0.0000,0.1222,0.0191,0.1524,1.2997,0.1743,1.6140,0.0570,0.6313,0,0,1,0,2,2,0,0,0,1,,,
CRS,CONSISTEST_T001_L049_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,49,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L050_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,50,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,25.4768,7.5372,23.6789,2.9585,2.169,9,25.4768,7.5372,23.6789,2.9585,2.169,9,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.4309,1.5570,7.1184,1.1667,0.4702,0.4702,3.5470,0.0000,10.7163,0.0000,0.0344,0.3661,3.1285,0.6698,0.3324,0.4063,3.8133,0.0000,14.9281,0.0000,0.0110,0.1165,0.9958,0.2132,0.1058,0.1293,1.2138,0.0000,4.7518,0.0000,0.0002,0.0069,0.1102,0.0307,0.0187,0.0279,0.3264,0.0000,1.6548,0.0000,2,2,3,1,0,0,0,0,1,0,,,
CRS,CONSISTEST_T001_L051_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,51,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,2.5177,0.3425,1.0760,1.3603,0.038,1,2.5177,0.3425,1.0760,1.3603,0.038,1,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0231,1.7496,0.7450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,0.6687,0.4001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.2128,0.1273,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0204,0.0171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L052_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,52,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L053_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,53,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L054_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,54,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,11.2099,3.4303,10.7765,3.0600,0.838,3,11.2099,3.4303,10.7765,3.0600,0.838,3,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,1.2483,3.1851,5.5435,1.2331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9661,2.7252,5.5777,1.5074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3075,0.8675,1.7754,0.4798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0595,0.1856,0.4466,0.1467,0.0000,0.0000,0,0,0,0,1,1,1,0,0,0,,,
CRS,CONSISTEST_T001_L055_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,55,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L056_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,56,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
CRS,CONSISTEST_T001_L057_2011.06.06_155541_001_CKB.jpg,5/31/2013,14:57:24,CONSISTEST,1,57,2011.06.06,155541,001,CKB,Clr,0.024096,0.025172,-,-,-,-,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,0.0000,0.0000,0.0000,0.0000,0.000,0,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0,0,0,,,
